name,organisation,country,url,url_api,description,location,has_issue,issue_type,code_en
Institute Of Geology And Mines,Spain,Spain,http://igme.es,,,"40.4333, -3.7",TRUE,,Spain - Institute Of Geology And Mines
Institute Of Meteorology And Water Management,Poland,Poland,http://imgw.pl/,,,"52.2167, 21.0333",,,Poland - Institute Of Meteorology And Water Management
Institutii Statistikave,Albania,Albania,http://instat.gov.al,,,"41.0, 20.0",TRUE,,Albania - Institutii Statistikave
Instituto Brasileiro De Geografia E Estatística (ibge),Brazil,Brazil,http://ibge.gov.br,,,"-15.7833, -47.8667",,,Brazil - Instituto Brasileiro De Geografia E Estatística (ibge)
"Instituto De Hidrología, Meteorología Y Estudios Ambientales",Colombia,Colombia,http://www.ideam.gov.co/,,,"4.5833, -74.0667",,,"Colombia - Instituto De Hidrología, Meteorología Y Estudios Ambientales"
Instituto De Meteorologia,Portugal,Portugal,http://meteo.pt/,,,"38.7, -9.1833",,,Portugal - Instituto De Meteorologia
INSTITUTO GEOGRÁFICO NACIONAL,INSTITUTO GEOGRÁFICO NACIONAL,Argentina,http://data.ignarg.opendata.arcgis.com,,Arcgis OpenData Portal,"-40.4627603752, -63.6070193058",FALSE,,Argentina - INSTITUTO GEOGRÁFICO NACIONAL
Instituto Geográfico Nacional,Guatemala,Guatemala,http://ign.gob.gt,,,"14.6133, -90.5353",,,Guatemala - Instituto Geográfico Nacional
Instituto Geográfico Nacional,Costa Rica,Costa Rica,http://snitcr.go.cr,,,"9.9333, -84.0833",,,Costa Rica - Instituto Geográfico Nacional
Instituto Geográfico Nacional,Argentina,Argentina,http://ign.gob.ar,,,"-34.6, -58.3833",,,Argentina - Instituto Geográfico Nacional
Instituto Geográfico Nacional Agustin Codazzi,Colombia,Colombia,http://igac.gov.co,,,"4.5833, -74.0667",,,Colombia - Instituto Geográfico Nacional Agustin Codazzi
Instituto Meteorológico Nacional,Costa Rica,Costa Rica,http://imn.ac.cr/,,,"9.9333, -84.0833",,,Costa Rica - Instituto Meteorológico Nacional
Instituto Nacional De Estadistica,Sao Tome And Principe,São Tomé and Príncipe,http://ine.st,,,"0.3361, 6.6814",,,São Tomé and Príncipe - Instituto Nacional De Estadistica
Instituto Nacional De Estadistica,Mozambique,Mozambique,http://www.ine.gov.mz/,,,"-25.95, 32.5833",,,Mozambique - Instituto Nacional De Estadistica
Instituto Nacional De Estadística,Guatemala,Guatemala,http://ine.gob.gt,,,"14.6133, -90.5353",,,Guatemala - Instituto Nacional De Estadística
Instituto Nacional De Estadística,"Venezuela, Bolivarian Republic Of",Venezuela,http://www.ine.gov.ve/,,,"10.5, -66.9667",TRUE,,Venezuela - Instituto Nacional De Estadística
Instituto Nacional De Estadística De Bolivia,"Bolivia, Plurinational State Of",Bolivia,http://www.ine.gob.bo/,,,"-16.5023775, -68.1336451",,,Bolivia - Instituto Nacional De Estadística De Bolivia
Instituto Nacional De Estadística De Chile,Chile,Chile,http://ine.cl,,,"-33.4333, -70.6667",,,Chile - Instituto Nacional De Estadística De Chile
Instituto Nacional De Estadística Y Censos,Argentina,Argentina,http://www.indec.gov.ar/,,,"-34.6, -58.3833",,,Argentina - Instituto Nacional De Estadística Y Censos
Instituto Nacional De Estadística Y Censos,Costa Rica,Costa Rica,http://www.inec.go.cr/Web/Home/pagPrincipal.aspx,,,"9.9333, -84.0833",,,Costa Rica - Instituto Nacional De Estadística Y Censos
Instituto Nacional De Estadística Y Geografía,Mexico,Mexico,http://www.inegi.org.mx/,,,"19.0, -99.1333",,,Mexico - Instituto Nacional De Estadística Y Geografía
Instituto Nacional De Estadísticaexternal Link,Spain,Spain,http://www.ine.es/,,,"40.4333, -3.7",,,Spain - Instituto Nacional De Estadísticaexternal Link
Instituto Nacional De Estatística,Angola,Angola,http://ine.gov.ao,,,"-8.8333, 13.3333",,,Angola - Instituto Nacional De Estatística
Instituto Nacional De Estatística E Censos,Guinea-bissau,Guinea-Bissau,http://stat-guinebissau.com,,,"12.0, -15.0",,,Guinea-Bissau - Instituto Nacional De Estatística E Censos
Instituto Nacional De Estudos E Pesquisas Educacionais,Brazil,Brazil,http://inep.gov.br,,,"-15.7833, -47.8667",,,Brazil - Instituto Nacional De Estudos E Pesquisas Educacionais
Instituto Nacional De Información De Desarrollo,Nicaragua,Nicaragua,http://www.inide.gob.ni/,,,"13.0, -85.0",,,Nicaragua - Instituto Nacional De Información De Desarrollo
"Instituto Nacional De Sismología, Vulcanología, Meteorologiá E Hidrología",Guatemala,Guatemala,http://insivumeh.gob.gt/,,,"14.6133, -90.5353",,,"Guatemala - Instituto Nacional De Sismología, Vulcanología, Meteorologiá E Hidrología"
INSTITUTONACIONALDEVIAS,INSTITUTONACIONALDEVIAS,Colombia,http://inviasopendata.invias.opendata.arcgis.com,,Arcgis OpenData Portal,"5.19271909593, -74.732",,,Colombia - INSTITUTONACIONALDEVIAS
Inststituto Nacional De Estatistica,Cabo Verde,Cabo Verde,http://ine.cv,,,"15.1111, -23.6167",,,Cabo Verde - Inststituto Nacional De Estatistica
Inter-university Consortium For Political And Social Research (icpsr),United States,United States,http://www.icpsr.umich.edu/icpsrweb/ICPSR/index.jsp,,,"42.2828, -83.7347",,,United States - Inter-university Consortium For Political And Social Research (icpsr)
International Cancer Genome Consortium,Canada,Canada,http://dcc.icgc.org,,,"43.7, -79.4",,,Canada - International Cancer Genome Consortium
International Federation Of Associated Wrestling Styles,International Organizations,Switzerland,http://www.fila-official.com/index.php?option=com_content&view=article&id=768&itemid=100236&lang=en,,,"46.4667, 6.85",TRUE,,Switzerland - International Federation Of Associated Wrestling Styles
International Food Policy Research Institute,International Organizations,United States,https://dataverse.harvard.edu/dataverse/IFPRI,,,"38.8951, -77.0367",,,United States - International Food Policy Research Institute
International Monetary Fund - Data & Statistics,International Organizations,United States,http://imf.org/external/data.htm,,,"38.8951, -77.0367",,,United States - International Monetary Fund - Data & Statistics
International Organization for Migration Information Repository,International Organization for Migration,Colombia,http://repository.oim.org.co/,,,"4.710988, -74.072092",,,Colombia - International Organization for Migration Information Repository
International Steering Committee For Global Mapping,United Nations,United States,http://iscgm.org/gmd/,,,"40.749, 73.968",,,United States - International Steering Committee For Global Mapping
International Union Of Geological Scientists,International Organizations,China,http://iugs.org/,,,"39.9390731, 116.1172755",,,China - International Union Of Geological Scientists
Interwest Arc GIS Online,Interwest Arc GIS Online,United States,http://data.interwestgis.opendata.arcgis.com,,Arcgis OpenData Portal,"38.4204977162, -121.544192017",,,United States - Interwest Arc GIS Online
IÖR-Monitor,Leibniz Institute of Ecological Urban and Regional Development (IOER),Germany,http://www.ioer-monitor.de/en/maps/maps/,,"Monitoring of Settlement, Open Space Development, Landuse, Transporation, Building, Risk, Sustainability","51.0312434, 13.745996",,,Germany - IÖR-Monitor
Iowa Departmentof Transportation-Open Data Portal,Iowa Departmentof Transportation-Open Data Portal,United States,http://public.iowadot.opendata.arcgis.com,,Arcgis OpenData Portal,"41.9281521767, -93.430671875",,,United States - Iowa Departmentof Transportation-Open Data Portal
Iowa Open Data,United States,United States,http://data.iowa.gov/,,,"41.5912, -93.6039",,,United States - Iowa Open Data
IPMP Data Exploration Interface,IPMP Data Exploration Interface,United States,http://local.ipmp.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - IPMP Data Exploration Interface
Iranian National Geographical Names Database,"Iran, Islamic Republic Of",Iran,http://gndb.ncc.org.ir,,,"32.0, 53.0",,,Iran - Iranian National Geographical Names Database
Ireland Government Open Data,Irish Government,"Ireland, Republic of",https://data.gov.ie/data,,"Promoting innovation and transparency through the publication of Irish Public Sector data in open, free and reusable formats.","53.3381982, -6.255778",,,"Ireland, Republic of - Ireland Government Open Data"
Irwin Dev,Irwin Dev,United States,http://data.craigmorgan.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Irwin Dev
Irwin OAT Data Discovery,Irwin OAT Data Discovery,United States,http://data.doildt.opendata.arcgis.com,,Arcgis OpenData Portal,"34.8799203322, -100.546875",FALSE,,United States - Irwin OAT Data Discovery
Irwin Open Data Development,Irwin Open Data Development,United States,http://data1.craigmorgan.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Irwin Open Data Development
IS-Spatial Intelligence,IS-Spatial Intelligence,United Kingdom,http://data.sypgis.opendata.arcgis.com,,Arcgis OpenData Portal,"54.6799652318, -2.91952467339",,,United Kingdom - IS-Spatial Intelligence
Isère,Isère,France,http://museomix.lod.eolas.fr/dataviz/,,,"45.289231, 4.9905284",TRUE,,France - Isère
ISIDORE,CNRS,France,http://www.rechercheisidore.fr,,"sciences, social sciences, humanities","48.8476037, 2.2618047",FALSE,,France - ISIDORE
Islande,Islande,Iceland,http://opingogn.is/,,,"64.1325001, -21.9224815",,,Iceland - Islande
Isle Of Man - Agriculture Statistics,Isle Of Man,British Crown Dependencies,http://gov.im/about-the-government/departments/environment-food-and-agriculture/agriculture-directorate/agriculture-statistics/,,,"54.25, -4.5",,,British Crown Dependencies - Isle Of Man - Agriculture Statistics
Isolated Organization,Isolated Organization,United States,http://dataexport.ess-ioo.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Isolated Organization
Israel Government Portal Open Data,Israel,Israel,http://data.gov.il/,,,"31.0, 35.0",,,Israel - Israel Government Portal Open Data
Israel Meteorological Service,Israel,Israel,http://ims.gov.il/,,,"31.0, 35.0",,,Israel - Israel Meteorological Service
Istat,Istat,Italy,http://dati.istat.it/,,"the datawarehouse of the italian statistics produced by Istat, a complete and consistent information assets","42.8333333, 12.8333333",,,Italy - Istat
Italian Chamber Of Deputies,Italian Chamber Of Deputies,Italy,http://dati.camera.it/it/,,"The history, activities, mechanisms of functioning of the Chamber of Deputies. Available free to reuse.","42.8333333, 12.8333333",,,Italy - Italian Chamber Of Deputies
Italian Geological Society,Italy,Italy,http://socgeol.it,,,"41.903898, 12.514318",,,Italy - Italian Geological Society
Italian Government Open Data,Italy,Italy,http://dati.gov.it,,,"41.9, 12.4833",,,Italy - Italian Government Open Data
Italian Senate Data,Italy,Italy,http://dati.senato.it/,,,"41.9, 12.4833",,,Italy - Italian Senate Data
Itinisere,Isère,France,http://www.itinisere.fr/fr/donnees-open-data/74,,,"45.188529, 5.724524",,,France - Itinisere
IWACU Open Data,IWACU,Burundi,http://iwacu-burundi.org/opendata/,,"IWACU Open Data, initiated and developed by IWACU Press Group, aims to provide open and reusable data about Burundi, and to centralize all valid data about the country. It is a working tool for journalists (fact-checking and datajournalism projects), as well as a tool for citizens, researchers, NGOs or policy makers.","-3.3870929, 29.3728247",,,Burundi - IWACU Open Data
Jakarta Open Data,Jakarta Provincial Government,Indonesia,http://data.jakarta.go.id/,,"Health, Education, etc..","-6.1815727, 106.8265793",,,Indonesia - Jakarta Open Data
Jalisco Cómo Vamos,Jalisco,Mexico,http://www.jaliscocomovamos.org/datos-abiertos,,,"20.6597, 103.3496",,,Mexico - Jalisco Cómo Vamos
Japan Meteorological Agency,Japan,Japan,http://www.jma.go.jp/jma/index.html,,,"35.6833, 139.7667",,,Japan - Japan Meteorological Agency
Japanese Government Open Data,Japan,Japan,http://data.go.jp,,,"35.6833, 139.7667",,,Japan - Japanese Government Open Data
"Jeffrey Holden Hiking,Skiing,and Kayaking","Jeffrey Holden Hiking,Skiing,and Kayaking",United States,http://data.jeffreyholden.opendata.arcgis.com,,Arcgis OpenData Portal,"47.3668535916, -122.006088085",FALSE,,"United States - Jeffrey Holden Hiking,Skiing,and Kayaking"
Jena OpenData,City of Jena,Germany,http://opendata.jena.de,,,"50.9279397, 11.5881048",,,Germany - Jena OpenData
Jeremy AGOL Trial150325,Jeremy AGOL Trial150325,United States,http://data2.jat150325.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Jeremy AGOL Trial150325
"Jersey City, Nj Data Portal",United States,United States,http://jerseycitynj.gov/data.aspx,,,"40.714, -74.071",,,"United States - Jersey City, Nj Data Portal"
Jill E's Open Data,Jill E's Open Data,United States,http://data24.ess.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201166",TRUE,,United States - Jill E's Open Data
Joan's Random Maps Open Data,Joan's Random Maps Open Data,United States,http://randommaps.joan.opendata.arcgis.com,,Arcgis OpenData Portal,"38.6776576619, -90.3955",TRUE,,United States - Joan's Random Maps Open Data
JOHNPLUNKETT,JOHNPLUNKETT,New Zealand,http://data1.spt-eaglegis.opendata.arcgis.com,,Arcgis OpenData Portal,"-42.6968090578, 172.2805",TRUE,,New Zealand - JOHNPLUNKETT
Jordan Meteorological Department,Jordan,Jordan,http://jometeo.gov.jo/,,,"31.95, 35.9333",,,Jordan - Jordan Meteorological Department
Jujuy Datos Abiertos,Dirección Provincial de Transparencia y Gobierno Abierto,Argentina,http://datos.gajujuy.gob.ar,,"contrataciones, licitaciones, funcionarios","-24.1866462, -65.3002496",,,Argentina - Jujuy Datos Abiertos
JULIA5,JULIA5,United States,http://data27.ess.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963092, -95.2214201165",TRUE,,United States - JULIA5
Junta de Andalucia Catálogo de datos,Junta de Andalucia,Spain,http://www.juntadeandalucia.es/datosabiertos/portal.html,,Regional government data portal by the government of Andalusia.,"37.39037, -5.998",FALSE,,Spain - Junta de Andalucia Catálogo de datos
Junta De Castilla Y León Open Data,Spain,Spain,http://datosabiertos.jcyl.es,,,"41.3833, -4.45",,,Spain - Junta De Castilla Y León Open Data
Juntade Comunidadesde Castilla-La Mancha,Juntade Comunidadesde Castilla-La Mancha,Spain,http://data.castillalamancha.opendata.arcgis.com,,Arcgis OpenData Portal,"39.757823883, -3.13441223144",,,Spain - Juntade Comunidadesde Castilla-La Mancha
Jussinopendatademosaitti,Jussinopendatademosaitti,Finland,http://jussinopendata.esrifinland.opendata.arcgis.com,,Arcgis OpenData Portal,"64.1445241713, 26.1035",,,Finland - Jussinopendatademosaitti
Jyväskylä Open Data,Finland,Finland,http://data.jyvaskyla.fi,,,"62.2417, 25.7417",,,Finland - Jyväskylä Open Data
Kaavoituksenladattaviapaikkatietoaineistoja,Kaavoituksenladattaviapaikkatietoaineistoja,Finland,http://kaavoitus.agol-koulutus1.opendata.arcgis.com,,Arcgis OpenData Portal,"62.365706909, 26.0505",,,Finland - Kaavoituksenladattaviapaikkatietoaineistoja
"Kamloops, Bc - My Maps",Canada,Canada,http://kamloops.ca/downloads/maps/launch.htm,,,"50.6761, -120.3408",,,"Canada - Kamloops, Bc - My Maps"
Kansas Applied Remote Sensing,United States,United States,http://kars.ku.edu/geodata,,,"38.9581, -95.2478",,,United States - Kansas Applied Remote Sensing
"Kansas City, Mo Open Data",United States,United States,http://data.kcmo.org/,,,"39.0997, -94.5783",,,"United States - Kansas City, Mo Open Data"
Kansas Department Of Administration,United States,United States,http://kanview.ks.gov/,,,"39.05583, -95.68944",,,United States - Kansas Department Of Administration
Kansas Geological Survey,United States,United States,http://www.kgs.ku.edu/,,,"38.9581, -95.2478",,,United States - Kansas Geological Survey
Kansas Gis,United States,United States,http://kansasgis.org,,,"39.05583, -95.68944",,,United States - Kansas Gis
Kansas Transparency,United States,United States,http://opendoor.ky.gov/,,,"38.197, -84.863",TRUE,,United States - Kansas Transparency
Karlsruhe Open Data,Germany,Germany,https://transparenz.karlsruhe.de/,,Open Data Karlsruhe,"49.0069, 8.4037",,,Germany - Karlsruhe Open Data
Karnataka Learning Partnership,India,India,https://klp.org.in/,,,"21.0, 78.0",,,India - Karnataka Learning Partnership
Kärnten Open Data,Austria,Austria,http://data.ktn.gv.at/,,,"46.761, 13.819",,,Austria - Kärnten Open Data
"Kelowna, Bc Open Data",Canada,Canada,http://kelowna.ca/cm/page3936.aspx,,,"49.8801, -119.4436",,,"Canada - Kelowna, Bc Open Data"
Kent County Open Data,United Kingdom,United Kingdom,http://www.kent.gov.uk/about-the-council/information-and-data/data-about-the-council,,,"51.19, 0.73",,,United Kingdom - Kent County Open Data
Kent County Open Data,United Kingdom,United Kingdom,http://openkent.org.uk,,,"51.19, 0.73",,,United Kingdom - Kent County Open Data
Kent GIS Open Data Geo Portal,Kent GIS Open Data Geo Portal,United Kingdom,http://data.kentcounty.opendata.arcgis.com,,Arcgis OpenData Portal,"51.2014515928, 0.749876953125",,,United Kingdom - Kent GIS Open Data Geo Portal
Kentucky,Kentucky,United States,http://kygovmaps.kygeonet.opendata.arcgis.com/,,,"37.8191506, -86.8893875",,,United States - Kentucky
Kentucky Geological Survey,United States,United States,http://www.uky.edu/KGS/,,,"38.02972, -84.49472",,,United States - Kentucky Geological Survey
Kentucky Geonet,United States,United States,http://kygeonet.ky.gov/,,,"38.197, -84.863",,,United States - Kentucky Geonet
Kentucky Open GIS Data,Kentucky Open GIS Data,United States,http://kygovmaps.kygeonet.opendata.arcgis.com,,Arcgis OpenData Portal,"37.7826727833, -85.862534375",,,United States - Kentucky Open GIS Data
Kentucky Post Secondary Education,United States,United States,http://cpe.ky.gov/info/,,,"38.197, -84.863",TRUE,,United States - Kentucky Post Secondary Education
Kenya Government Open Data,Kenya,Kenya,http://opendata.go.ke/,,,"-1.2667, 36.8",,,Kenya - Kenya Government Open Data
Kenya National Bureau Of Statistics,Kenya,Kenya,http://knbs.or.ke,,,"-1.2667, 36.8",,,Kenya - Kenya National Bureau Of Statistics
"Kern County, Ca - Arcgis",United States,United States,http://maps.co.kern.ca.us/arcgis/rest/services,,,"35.34, -118.72",TRUE,,"United States - Kern County, Ca - Arcgis"
"Ketchikan Gateway Borough, Ak - Gis/maps",United States,United States,http://ak-ketchikangatewayborough.civicplus.com/196/gis-maps,,,"55.35, -131.6733",,,"United States - Ketchikan Gateway Borough, Ak - Gis/maps"
Kiel Open Data,Germany,Germany,http://www.kiel.de/rathaus/statistik/open_data/index.php,,Open Data der Kieler Stadtverwaltung,"54.3233, 10.1228",,,Germany - Kiel Open Data
King County,King County,United States,https://data.kingcounty.gov/,,,"47.4319561, -122.3575058",,,United States - King County
"King County, Wa - Gis",United States,United States,http://kingcounty.gov/operations/gis.aspx,,,"47.47, -121.84",,,"United States - King County, Wa - Gis"
"King County, Wa Elections Data",United States,United States,http://electionsdata.kingcounty.gov,,,"47.47, -121.84",,,"United States - King County, Wa Elections Data"
"King County, Wa Open Data",United States,United States,http://data.kingcounty.gov,,,"47.47, -121.84",,,"United States - King County, Wa Open Data"
"King County, Washington",King County,United States,http://www.datakc.org/,,"The King County Open Data Project is an ongoing effort to release high-value, machine readable data sets to the public. The data sets currently available come from many areas of county government. Ongoing efforts to expand the data are in progress.","47.4664913, -121.8178891",,,"United States - King County, Washington"
"Kingston, On - Data Catalogue",Canada,Canada,https://www.cityofkingston.ca/explore/data-catalogue,,,"44.2333, -76.5",,,"Canada - Kingston, On - Data Catalogue"
"Kitchener, On Open Data",Canada,Canada,http://www.kitchener.ca/en/insidecityhall/open-data.asp,,,"43.45, -80.4833",,,"Canada - Kitchener, On Open Data"
Kittitas County GIS,Kittitas County GIS,United States,http://data.kitcogis.opendata.arcgis.com,,Arcgis OpenData Portal,"47.1726141876, -120.702900635",,,United States - Kittitas County GIS
KOBEオープンデータDEMO,KOBEオープンデータDEMO,Japan,http://esrij-1.ejoosaka.opendata.arcgis.com,,Arcgis OpenData Portal,"35.0160479855, 134.801552734",,,Japan - KOBEオープンデータDEMO
Kommun- och landstingsdatabasen (Kolada),RKA Rådet för främjande av kommunala analyser,Sweden,https://www.kolada.se/,,"Health, housing, education","59.3188957, 18.0685547",,,Sweden - Kommun- och landstingsdatabasen (Kolada)
Kommunales Rechenzentrum Niederrhein,Germany,Germany,https://www.offenesdatenportal.de/organization/krzn,,,"51.4958, 6.5321",,,Germany - Kommunales Rechenzentrum Niederrhein
Korea Meteorological Administration,"Korea, Republic Of","Korea, Republic of",http://kma.go.kr/,,,"37.55, 126.9667",,,"Korea, Republic of - Korea Meteorological Administration"
Korean Statistical Information Service,"Korea, Republic Of","Korea, Republic of",http://kosis.kr,,,"37.55, 126.9667",,,"Korea, Republic of - Korean Statistical Information Service"
Kosovo Agency Of Statistics,Kosovo,Kosovo,http://ask.rks-gov.net,,,"42.6, 20.85",,,Kosovo - Kosovo Agency Of Statistics
Kosovo Cadastral Agency - Geoportal,Kosovo,Kosovo,http://geoportal.rks-gov.net,,,"42.6, 20.85",,,Kosovo - Kosovo Cadastral Agency - Geoportal
KQGIS,KQGIS,China,http://data.kqgis.opendata.arcgis.com,,Arcgis OpenData Portal,"36.9579271792, 104.167409655",TRUE,,China - KQGIS
Krefeld Open Data,Germany,Germany,https://www.offenesdatenportal.de/organization/krefeld,,,"51.3388, 6.5853",,,Germany - Krefeld Open Data
Kreis Kleve Open Data,Germany,Germany,https://www.offenesdatenportal.de/organization/kreis-kleve,,,"51.7867, 6.1295",,,Germany - Kreis Kleve Open Data
Kreis Viersen Open Data,Germany,Germany,https://www.offenesdatenportal.de/organization/kreis-viersen,,,"51.2555, 6.3965",,,Germany - Kreis Viersen Open Data
Kurikankaupunki,Kurikankaupunki,Finland,http://data.kurka.opendata.arcgis.com,,Arcgis OpenData Portal,"65.4141054148, 25.3585",TRUE,,Finland - Kurikankaupunki
Kuwait Integrated Environmental Network,Kuwait,Kuwait,http://kiein.kisr.edu.kw,,,"29.3667, 47.9667",,,Kuwait - Kuwait Integrated Environmental Network
Kuwait Municipality,Kuwait Municipality,Kuwait,http://km.beirutgardens.opendata.arcgis.com,,Arcgis OpenData Portal,"29.3522893198, 47.5770177209",,,Kuwait - Kuwait Municipality
Ky Gov Maps,Ky Gov Maps,United States,http://kydata.kygeonet.opendata.arcgis.com,,Arcgis OpenData Portal,"37.5391509477, -85.2473",,,United States - Ky Gov Maps
L'Hospitalet - Dades Obertes,Ajuntament de L'Hospitalet,Spain,https://dadesobertes.l-h.cat,,"Administració, economia i ocupació, Agenda, Territori, Població, eleccions, Mapes i serveis","41.3594094, 2.0994157",,,Spain - L'Hospitalet - Dades Obertes
L'Open Data Le Mans,Ville du Mans,France,http://www.lemans.fr/page.do?t=2&uuid=16CB26C7-550EA533-5AE8381B-D7A64AF8,,Public datasets related to the City of Le Mans,"48.0, 0.2",,,France - L'Open Data Le Mans
La Haute-Garonne en accès libre,Conseil départemental de la Haute-Garonne,France,https://data.haute-garonne.fr,,"Territoire, culture, déplacements, solidarités, jeunesse, famille","43.3055883, 0.9648208",,,France - La Haute-Garonne en accès libre
La Nacion,La Nacion (argentina),Argentina,http://data.lanacion.com.ar/dashboards/4611/datos-economicos/,,Data publisehed by La Nacion newspaper in Argentina (in Spanish).,"-34.6, -58.3833",,,Argentina - La Nacion
La Rochelle Open Data,Ville de La Rochelle,France,http://www.opendata.larochelle.fr/,,City data portal of La Rochelle. Launched 23 May 2012.,"46.1666667, -1.15",,,France - La Rochelle Open Data
La Times - Datadesk For Los Angeles County,United States,United States,http://latimes.com/local/datadesk/,,,"34.05, -118.25",,,United States - La Times - Datadesk For Los Angeles County
Laboratorio para la Ciudad de México,Ciudad de Mexico,Mexico,http://datos.labcd.mx/,,,"19.4326, 99.1332",,,Mexico - Laboratorio para la Ciudad de México
Lacub Open Data Bordeaux,Communauté Urbaine De Bordeaux,France,http://data.lacub.fr/,,"Open Data portal of the Urban Community of Bordeaux.

The Cub has a lot of data of interest to a wide audience, in the areas of transportation, travel, water, sanitation, housing, environment, etc.

The Cub has decided to provide free public data available to citizens, associations, businesses, researchers, so they can reuse them to create innovative digital services (mobile applications, information systems, web portals , etc.).","44.8638282, -0.6561807",,,France - Lacub Open Data Bordeaux
Lake County Maps& Apps,Lake County Maps& Apps,United States,http://data.lcgis.opendata.arcgis.com,,Arcgis OpenData Portal,"28.7607211936, -81.7026987305",,,United States - Lake County Maps& Apps
Land Administration Authority,Lesotho,Lesotho,http://www.laa.org.ls/,,,"-29.4667, 27.9333",,,Lesotho - Land Administration Authority
Land Information New Zealand,New Zealand,New Zealand,http://linz.govt.nz/regulatory,,,"-42.0, 174.0",,,New Zealand - Land Information New Zealand
Land Registry And Mapping Agency,Netherlands,Netherlands,http://kadaster.nl,,,"52.3167, 5.55",,,Netherlands - Land Registry And Mapping Agency
Land Registry Open Data,HM Land Registry,United Kingdom,http://landregistry.data.gov.uk/,,"Land, Prices, Sales","50.412936, -4.12602",,,United Kingdom - Land Registry Open Data
Land Valuation Department,Bermuda,Bermuda,http://landvaluation.bm,,,"6.3176, 5.6145",TRUE,,Bermuda - Land Valuation Department
Lands Department,Hong Kong,China,http://www.landsd.gov.hk/en/about/welcome.htm,,,"22.267, 114.188",,,China - Lands Department
"Langley, Bc Open Data",Canada,Canada,https://data.tol.ca/,,,"49.1041, -122.6576",,,"Canada - Langley, Bc Open Data"
Las Vegas,Las Vegas,United States,http://clvplaces.appspot.com/,,,"36.1251958, -115.3150844",,,United States - Las Vegas
"Las Vegas, Nv Open Data",United States,United States,http://lasvegas.opendata.junar.com/home/,,,"36.1215, -115.1739",,,"United States - Las Vegas, Nv Open Data"
LASanitation,LASanitation,United States,http://opendata.labos.opendata.arcgis.com,,Arcgis OpenData Portal,"33.9679429893, -118.293",FALSE,,United States - LASanitation
Latvia Open Data,Latvia,Latvia,http://opendata.lv/,,,"57.0, 25.0",,,Latvia - Latvia Open Data
"Latvian Environment,geology And Meteorology Agency",Latvia,Latvia,http://meteo.lv/,,,"57.0, 25.0",,,"Latvia - Latvian Environment,geology And Meteorology Agency"
Latvijas Statistika,Latvia,Latvia,http://csb.gov.lv,,,"57.0, 25.0",,,Latvia - Latvijas Statistika
Launceston City Council Data,Launceston City Council,Australia,http://data.gov.au/organization/cityoflaunceston,,Launceston City Council open data,"-41.435512, 147.137185",,,Australia - Launceston City Council Data
LCG Open Data Portal2016,LCG Open Data Portal2016,United States,http://downloads.lcg.opendata.arcgis.com,,Arcgis OpenData Portal,"30.2116315492, -92.04748114",TRUE,,United States - LCG Open Data Portal2016
LCG2015OPENDATASITE,LCG2015OPENDATASITE,United States,http://gis.lcg.opendata.arcgis.com,,Arcgis OpenData Portal,"30.8008565764, -92.2112460936",TRUE,,United States - LCG2015OPENDATASITE
Le Bureau Des Mines Et De La Géologie Du Burkina,Burkina Faso,Burkina Faso,http://bumigeb.bf,,,"12.3333, -1.6667",,,Burkina Faso - Le Bureau Des Mines Et De La Géologie Du Burkina
Le Perreux-sur-Marne,Le Perreux-sur-Marne,France,http://www.data.gouv.fr/fr/organizations/le-perreux-sur-marne,,,"48.8433156, 2.4870224",,,France - Le Perreux-sur-Marne
Leeds,Leeds,United Kingdom,http://www.leedsdatamill.org/,,,"53.8059205, -1.6761583",,,United Kingdom - Leeds
Leeds Open Data,United Kingdom,United Kingdom,http://www.leeds.gov.uk/opendata/Pages/default.aspx,,,"53.7997, -1.5492",,,United Kingdom - Leeds Open Data
Legislation Open Data,United States,United States,http://openstates.org/,,,"38.8833, -77.0167",,,United States - Legislation Open Data
Legislative Services Agency,Legislative Services Agency,United States,http://data.iowa-legis.opendata.arcgis.com,,Arcgis OpenData Portal,"41.9571627362, -93.39",,,United States - Legislative Services Agency
Lehman College,Lehman College,United States,https://bronx.lehman.cuny.edu/,,,"40.8733223, -73.8963282",,,United States - Lehman College
Leicester,Leicester,United Kingdom,http://www.leicester.gov.uk/your-council/how-we-work/data-protection-and-foia/transparency-and-open-data,,,"52.6360564, -1.2013116",,,United Kingdom - Leicester
Leipzig Open Data,Germany,Germany,https://opendata.leipzig.de/de/dataset,,Leipzig Open Data,"51.3397, 12.3731",,,Germany - Leipzig Open Data
Les Lilas,Les Lilas,France,http://www.data.gouv.fr/fr/organizations/les-lilas,,,"48.8820694, 2.4119312",,,France - Les Lilas
